stars,body
"1,0","internet çekmeyen odamda önce cihaz takılı değilken internet hızın ölçtüm, sonra da bu cihazı kullanarak internet hızını ölçtüm:::: Sonuç = cihaz yokken internetim daha hızlı görünüyor, internet verimliliğini artırmadı."
"1,0","takılı iken sürekli bağlantı kopması yaşıyoruz, modemle iyi anlaşamadı sanırım. İade sürecinide geçirdik, elimizde patladı maalesef."
"5,0",İnternetin kendi hızını hiç düşürmedi cihazın verdiği hı da 20-30 arası gayet yeterli çok beğendik kargosu zaten mükemmel prime olduğu için sadece kurulumu yaparken video izlemenizi öneririm kurulumu zor değil ama daha yararlı olur cihazın wifisine şifre koyma vb için
"2,0",İlk aldığımda sorunsuz çalışıyordu ancak artık sürekli sarı ışık yanıyor ve verimli kullanılmıyor.
"5,0","Harika bir ürün, yıllarca çeşitli markaları denedik ama en iyi sonucu kezinlikle bu ürün verdi. Evimiz uzun, modemle cihaz arasına 5-6 duvar girse dahi sorunsuz kullanabiliyoruz."
"5,0",Görünür yerde olduğu için fonksiyonelliğinden çok dizaynına bakarak seçmiştik :)Her ne kadar teknik olarak çok yorum yapacak bilgim olmasa da evin wifi çekmeyen yerlerinde bazı cihazlarda 1-2 çentik faydası oldu.
"4,0",Fiyatına göre iyi bir performansı vardır belki bilemiyorum ama alt katta 50mb hız veren internet bu cihazla bir üst katta 8-9 mb e düşüyor. Bu sizin için yeterliyse satın alabilirsiniz.
"2,0","Hızınızı arttırmasını beklemeyin, örneğin modemin dibinde iken 40mbps alıyorsunuz fakat odanızda 10mbps alıyorsunuz ve sinyal 1 tik çekiyor. Bu ürünle sinyal full çekiyor ama hızınız yine 10mbps."
"5,0",arkadaşlar baz istasyonu kurmuyorsunuz wifi sinyalinizi güçlendiriyorsunuz evinizdeki wifi sorununu çözer bu alet rahatça
"5,0",Ortak kullanım olarak paylaşılan eski bir modemden bile aldığı sinyali gayet güçlü bir şekilde dağıtmayı başarıyor. Sık sık yaşanılan ağ kopmaları tamamiyle ortadan kalktı. Ayrıca kurulumu da çok basit.
"4,0",Keşke 5G desteklese onun dışında gayet iyi her odaya 1 er tane koyarak çok hızlı wifi işlemi yapabilirsiniz.
"5,0","bu zamana kadar kullandığım,kurulumu en kolay repeater,direk telefondan mevcut ağa bağlıyorsunuz."
"5,0","ertesi gün elime ulaştı,kolaygelsin die bi kurye sistemini kullanıyorlar,evde bulunmazsanız gidip alamıosunuz şubeden falan. o açıdan kötğü,daha önceki siparişim bu sebeple elime ulaşmamıştı. ürün gerçekten şık,küçücük. kurulumu da çok basit. xiaomi tüm ürünlerinden memnunum,indirimden aldım,iyi alışveriş oldu"
"1,0",Bildiğiniz stres çarkı. bağlantı kopması dolu tamamen kronik sorunlu bir ürün ucuz olduğu için iadeye göndermedim sinirlenip kırdım teknolojiden anlıyorum ve yapılması gereken her şeyi yapmama rağmen kronik sorunları çözülmüyor parasını veirp güzel bir şey alın. Leş.
"5,0","Fiyatına göre işgörür , kaliteli ve TR uyumlu yeni versiyon geldi. Teşekkürler Amazon TR"
"4,0",Urun wifi sinyalini gercekten artirdi. Modem 3 katli evin en alt katindaydi. Ben orta katta modeme daha yakin bir yere kurulum yaptim ve sonuc harika. Sanki modemin yanindaymisim gibi 2.kattaki internetim hizli ve guclu cekmeye(3.kattan da %90 basarili) basladi. Urun ozellikleri bakimindan benim icin tatmin ediciydi. Ihtiyaci olana tavsiye ederim.
"5,0",Arkadaşlar cihazınız bağlıyken belli süre aralığında bağlantınız gidip geliyorsa modeminizin statik ip ayarlarından kaynaklanıyor https://www.youtube.com/watch?v=CFzbry5iROk bu linkten çözebilirsiniz cihaz sorunlu sanmayın
"3,0",- Repeater üzerinde bir yerde aşınma var. Boyası kalkmış gibi. Daha önce kullanılmış olabilir mi endişesi yarattı.- Sinyal gücü beklediğim gibi değil. İnternette biraz abartılmış. Modem ile arada konumlanmasına rağmen modemin kendi sinyalinin zaten ulaşmış olduğu noktaya ulaştı.- Satıcı hızlı kargoladı. Problemsiz elime ulaştı.
"4,0","Ürünün kurulumunda sıkıntılar yaşadım. İrtibat kuracak kimseyi bulamadım.  Mi servisi aradım, Gen pa ya yonlendirdiler. Onlar, cevap  vermedi. Amazonun sayfasında irtibat kuracak muhatap yok.Tek olumlu nokta kargo takibi güzel."
"5,0",Amazon iyi ki varsın kaliteli ürünlerin özenli paketlerin yeri. Cihaz işe yarıyor.
"2,0","Gelen sinyali tutarsız bir şekilde dağıtıyorYoklukta gideri var, biraz daha paranız varsa mesh sistemlerine bakın. Ucuz etin yahnisi hesabı"
"5,0",İphone 11 kullanicisiyim wifi de çekim sorunu yaşıyordum 1 günden kısa bir süre de ve amazon kalitesiyle elime ulaştı kurulumu kolay 4-5 saat kullandım test ettim oldukça başarılı teşekkürler amazon
"5,0","Bu ürünü nerden alırsanız alın aynı arkadaşlar çekim kalitesi,hızı her şeyi aynı ama Amazon kalitesi bambaşka hızlı kargo güzel paketleme ilgi alaka. Ürünü araştırın beğenin ama amazondan alın derim."
"5,0",Ürün gayet başarılı en uzak odalarda bile kesintisiz wi fi a ulaştım fakat sadece online oyun oynayanlar icin ufak bir hatirlatma yapayım gelen sinyali tekrar ettiği için oyunlarinizda lag yaşanması muhtemel fakat normal wireless kullanimi icin alacaksanız tereddüt etmeden alın derim
"1,0","Ürün için büyük beklentilerim yoktu ona rağmen tam bir hayal kırıklığı. Bırak sinyali genişletmeyi/güçlendirmeyi, olan menzili bile kötü etkiliyor sanki. Nazlı ve boş bir cihaz. Daha profesyonel ürünler almak lazım sanırım."
"3,0","sinyali güçlendiriyor, götürüyor ancak hız çok düşüyor (modem ile sinyal yükseltici arası 7mt civarında, sinyal yükseltici ile bağladığım cihaz arası 2mt civarında) bu sebeple pek memnun değilim."
"3,0","Ürün paketlemesi gayet sağlıklıydı. Kurulumu oldukça kolay. Tek sorun internet hızını düşürüyor . Normal hızım 90-100mbps fakat cihaz bağlandıktan sonra %70 e kadar hız kaybı yaşayabiliyorum , bu benim için sorun değil çünkü sinyaller gayet güzel."
"5,0",İlk kurduğumda internet hız çok düşüktü. Daha sonra resetleyip yerini değiştirdim 24 mbps olan internetimi evin her tarafında kullanıyorum. Arada duvar olmamasına dikkat ederek konumlandırırsanız verim alabilirsiniz.
"5,0",Ürün fiyatına göre gayet iyi.Modeminin kapsama alanı düşük olan varsa kesinlikle işe yarıyor.
"4,0",Güzel ürün sıkıntı yok. Fakat beklediğim gibi de değildi. Fiyat performans ürünü. Kargo kolay gelsin çok iyi çok başarılı. Bence mng kargoyu hiç seçenek olarak koymamaları lazım.
"5,0",İşini iyi yapıyor. İnternetin çekmediği yere internet sağlıyor.
"4,0",Kurulumu kolay. Ancak sadece 2.4 GHZ Hattını bağlayabildim. Kuvvetli değil.Fiyat performans olarak iyi
"5,0","Güzel paketleme, 0 ürün. Satıcı Amazon olunca gözüm kapalı alıyorum içim çok rahat. Ürüne gelecek olursak perde beton evimde ki çekim sorununu çözdü. Uygun fiyat ve kaliteli ürün."
"5,0",1 günde elime ulaştı. Cihaz mükemmel. Kurulumu ve hızı harika. Boşuna nette dolaşıp ne alayım diye kıvranmayın. Al+tak+mutlu ol. Bu arada amazon.com hızından dolayı teşekkür ederim.
"1,0","Ucuz diye tercih ettim,1 ay kullanıp kaldırdım. Yerine tp link RE-305 aldım."
"5,0",Olumsuz yorumlara kulak asmayın. Cihaz çok verimli çalışıyor ve kurulu da bir o kadar kolay. 3 katlı evde tüm bağlantı sorunumu çözdü. Amazon'un hızına da diyecek bir şey yok. Nasıl yapıyorlar bilmiyorum ama herkesin 5-7 gün arasında gönderdiği bir bölgeye 24 saatte teslimat yaptılar. Teşekkürler.
"3,0",Ürün FP olarak uygun ancak özellikler vs hiç bir yerde 5 Ghz bandının desteklenmediği yazmıyor. Çok önemli bir nokta. Normalde çift bantta yayın yapıyor evdeki Superonline modemi ancak 2.4 standardı çok stabil çalışmıyor.
"4,0",Cihaz güzel ama yazılım kötü. Şifresiz wi fi ağına bağlanma özelliği kilitli izin vermiyor.  Araştırdım ve mi b0me uygulamasının 5.1.16 sürümünde bu özellik açık olduğu için apk şeklinde indirdim ve çalıştı. Keşke güncel uygulamayı kullanabilseydim.
"5,0",Güzel bir ürün. Kurulumu çok çok kolay. WPS vs. uğraşmadan uygulaması ile kurabiliyorsunuz. Sadece modemler arası otomatik geçmediğini gördüm. Mesela ana modeme bağlıyım diyelim diğer odaya geçtiğimde otomatikmen mi wifi'a geçmiyor. Wifi'ı kapatıp açtığınızda güçlü olan bağlantıya bağlanıyor.
"5,0","Kurulumu çok kolay. Normalde Bridge mode kurulumu yapmak için network bilgisine ihtiyaç vardır. Ama bu cihazın o kadar güzel bir kurulum arayüzü varki, hiçbirşey bilmeniz gerekmiyor. yapmanız gereken fişi takıp telefonuza mi home programını kurmak. Hepsi bu kadar."
"4,0","beklediğim genişletme olmadı. evim dubleks. alt kata koydum ancak üst kata yayın yapamıyor. bir veya iki oda kadar, 6-7 metre kadar, genişletebiliyor ancak daha fazlası mümkün değil."
"3,0",ürün bozuk geldi ürün her 5 dk bir internet hızı 0 lara iniyor iade ettim ama aynı ürünü başka firmadan aldım ürün güzel iade işlemide kolaydı sadece ürünün bozuk gelmesi biraz üzücü oldu
"3,0",30 dakikadan fazla kurulumla uğraştık. O kadar uğraşa dayanamamış olacak ki kendi kendine bağlandı biz de çok sorgulamadık. Eğer alacaksanız bunu göz önünde bulundurun. Bağlantı sinyali modemden daha büyük.
"5,0",f/p olarak alınabilecek bir ürün toplam 2 tane almıştım. İlkini Hepsiburadan diğerini burdan. Cihazı nereye konumlandırılacağınız önemli. Modemi iyi çekmesi gerekir ki iyi iletsin.
"5,0","Ürünü ilk önce kendime yakın, modeme uzak bir yere koydum internet bağlantı hızı değişmedi. Ancak ürünü modeme yakın bir yere koyunca, erişimin olduğu her yerde hız kalitesi arttı."
"3,0",Dubleks evde aşağıya internet gitmiyor diye aldım . 50mbit ikende 100 mbit ikende internetim cihaz hep 16 mbit çekti. Bir yere internet hiç gitmiyorsa alınabilir .
"1,0","Sinyal gücü yükseliyor ama hız düşüyor. 35 Mbps internet 12-15 Mbps civarlarında kullanılabiliyor.Oyun için asla almayın Ethernet ile bağlanın. Instagram , Youtube vesaire için belki alınabilir. Fiyatına aldanmayın."
"5,0",Yatak odasından çekmeyen neti full gücüyle çekmeye başladı. Sinyali iyi alan yere koyun gerisini ona birakin
"5,0",Ürün sorunsuz teslimat aldım Amazon kalitesi tartışılmaz zaten cihazda sorınsux çalışıyor bakalım tes edip göreceğiz .
"5,0",Fakirin umudu bir parça iş görüyor ama çok bir şey beklememek lazım 100 Mb internet hızım var 23:24 anca veriyor
"4,0",Cihaz gayet başarılı 2-3 oda mesafeden full çekemsi işime yaradı. Tek bir sorun yaşadım modem ile ip çakışması yaşadı ve bir ara sürekli bağlantım kopuyordu
"4,0",Kargo gayet hizli geldi. Ürun istedigim gibi turkiye versiyonu. Ve paketleme gayet sağlam olmuş. Yanliz bir skinti var. Fatira ve irsaliye kutuda dendiği halde kutuya konmamiş. Unuttuklarini düsünuyorum. Tarafima gonderilmesi icin sanirim tekrar iletisime gecmem lazim.
"4,0",Hızı güzel iletiyor ancak ilk başta kurulum ve bağlantısı çok zor. Tüm açıklamaları yapmanıza rağmen bir türlü bağlanmıyor. Aynı işlemleri defalarca kez deniyorsunuz. Sonra saçma bir şekilde bağlanıyor.
"4,0","Modeminizden 2,4 GHz ve 5 GHz olarak iki farklı sinyal yayılıyorsa bu ürün 5 GHz olanı algılamıyor. Onu bilerek alın. 2,4 GHz olanı gayet iyi bir şekilde iletiyor. O kısımda bir problem yok."
"4,0","Güzel ürün, vaat ettiklerini yerine getiriyor ancak bazen kendi kendine sizi bağlantıdan atıyor çok nadirde olsa ve tekrar bağlanırken 3-5 kez bağlanmaya çalışıyorsunuz hemen bağlanmıyor tekrar. bunlar ufak sorunlar, cihaz işimi gördü benim ve memnunum şimdilik."
"5,0",Amazon'un hızli kargosu sayesinde elime 1 günde ulaştı ürün fiyat performans ürünü gerçekten sinyalin 2 diş olduğu yerde şuan 5 dış sinyal alıyoruz memnunum teşekkürler Amazon teşekkürler xiaomi
"1,0","Ürün sinyali daha uzak bir alana yayıyor ama internet performasında çok büyük düşüş oluyor. Odamın wifi ye uzak olması sebebiyle almıştım, normalde 2 diş çekiyordu odamda, cihazı kullandığımda tam çekim gösteriyor ama hızı 2 dişte aldığım hızdan daha düşük. Kesinlikle tavsiye etmem."
"5,0",Eğer perde beton tekniğiyle üretilmiş bir duvarlarla örülü eviniz varsa ürün işinize yarayacaktır.
"4,0",Odamızda internet çekmiyordu. Urün sayesinde evin her yerinde internet çekiyor. Fiyat performans olarak oldukça iyi.
"5,0",Amazon prime üyesiyim 12 saatte kargon geldi.Ürün çok kullanışlı salondan ac ve odalarda 1 çizgi çekiyordu wifi giyinme odasına yani tam orta odaya koydum şimdi full heryerden wifi çekiyor.Kurulum çok basit harika bir ürün.Tesekkurler amazon
"3,0",Ürün fena değil iki katlı evimiz var yukarıda youtube’da bi videoyu zor açıyordu.Netflix bile zor çekiyordu şimdi aldık netflix hd oynayacağım oyun donmadan oynanıyor kesinlikle alın internet modemdeyken 20 çekiyorsa bu da 16-17 mbs alıyor 3-4 mbs kaybı o kadar o da olsun zaten
"5,0",evimin internet çekmeyen tarafında bunu taktıktan sonra rahatlıkla kullanabiliyorum
"5,0","Mi home uygulamasından kolayca yapılıyor. Teras katlı evimiz olduğundan aldım çok işe yaradı, ilk önce wifinin yakınında kurup sonra üst kata taktım ve sonuç aşağıdan yukarı çekmeyen İnternet bağlantısı harika çekmeye başladı."
"3,0",Kurulumu çok zor gerçekten. Bazen kendi kendine gidiyor tekrar silip kurmak gerekli. Bazen de interneti kesilip geri geliyor. Ama hızı iyi.
"2,0",Modemin kurulumu çok zor. Daha önce kullandığım antensiz markasız ürünle hemen hemen aynı verimde.
"4,0",mutfakta sinyal leveli 1 olan wifi şimdi son seviye. bir puan kırmamın sebebi çok fazla izin istiyor.
"5,0",Eu priz olduğunu görmemiştim. Bu tam bir supriz oldu.Hizli kargo için teşekkür ederim.
"1,0",kurulumu oldukça basit. telefondan sık sık bağlantı kopuyor pcde ise bağlanana kadar kafayı yedirtiyor tam bağlandım diyorsun biraz kullandıktan sonra kopuyor ve tekrar dakikalarca bağlanmaya çalış kısacası 3 5 kuruş fazla verin kafanız rahat olsun
"5,0","26 Ağustos'ta 94 Liraya aldım, işimi gördü, hiçbir sorun yaşamadım.  Tekrarlama konusunda başarılı."
"3,0",hesaplı ve kapsama alanını genişletiyor. Ancak ara ara wifi bağlantısı kopuyor. Aralık 2020 de aldığım versiyonda Priz için ilave aparata gerek yok.
"4,0","250 metrekare bir evde, cihazı %78 çekim alan bir prize yerleştirdim şu an evin her yerinde sinyal alabiliyorum. Bahçeden bile çektiği oluyor. Pingte artış görmedim, hızda ise 1-2 mbps düşüş oluyor ancak değer diye düşünüyorum."
"4,0","ıphone cihazımla biraz uğraştırmış olsa da beni, yılmadan çabalayıp kurulumunu sağladım. iş görür 160 m2 alan içinde gayet kulllanışlı. alınır kullanılır."
"4,0",Gerçekten çok hoşuma gitti işe yarar bir ürün ancak telefonumda bazen IP bulunamadı hatası alıyorum belki telefonum yüzünden belki ürün yüzündendir bilmiyorum.
"3,0",Kablonetin kullandığı netmaster infinity 401 modemiyle çalışmıyor. Sadece bu değil tplink'in bir modeli de uygun değildi. Kablonet kullananlar almasın.
"5,0",Ürünün kurulumu kolay. 3. kattaki interneti 1. kattan kullanmak için aldım. Test yaptığımda eski internet hızı 1.5 Mb iken bu ürünle 7 Mb'ye kadar çıktı. Arada küçük kopmalar oluyor ama çok önemli değil. Tam bir fiyat performans ürünü. Tavsiye ederim.
"5,0",Bu alışverişte üründen olduğu kadar özellikle hızlı kargo hizmetinden çok memnun kaldım. 100 m2 bir evde orta odada konumlandırdım ve arka odalara yeterli sinyal ulaştırmasından gayet memnun kaldım.
"2,0",Her sekilde denedim fakat evin halihazirda internetinden bunun uzerinden baglaninca %40-50 daha dusuk bi hiz aliniyorum. hizda dusme bekliyordum ama bu biraz fazla. iade islemlerini baslattim.
"5,0",Ürünü sabah aldım aksam AGT kurye ile geldi. Fiyat avantajı bir yana teslimat kalitesi için bile Amazonu Tercih ederim sadece. Ürün de son derece iş görür ne kadar yakın olursa ana modeme o kadar kaliteli bağlantı verir.
"1,0",Ürünü aldım lakin ne  yaparsam yapayım cihaz zaman aşımına uğradı hatası alıyorum. Ayrıca ürünün yorumlarında da bağlantı hatası kopması zayıf bağlantı gibi yorumlar çokça mevcut. Uzak durulması gereken bir ürün. Paranızı boşa harcamış olursunuz.
"4,0",Ara sıra kopmalar veya menzil yetersizlikleri gibi sorunlar olsa da genel olarak işe yarar bir ürün.
"1,0",Üründen hiç fayda göremedim. Xiaomi Sinyal güçlendirici çok zayıf bulunduğum odada cihazı kullandığımda ve kullanmadığımda aynı düşük internet kalitesini alıyorum. Hiçbirşey fark etmedi başka ürün alın derim
"5,0",Modemim sinyal gücü zayıf olduğu için uzak odalarda çekmiyordu. Bu ürün ile tüm evde rahatlıkla internete girebiliyorum. Elbette internet hızı düşüyor bu gayet normal. Ama bu fiyata çok iyi bence. Amazon Prime ile 2 günde hızlı ve güzel bir paketleme ile geldi. Tavsiye ederim.
"5,0",Satıcıya teşekkür ederim 24 saat geçmedi ürün elime geçti İstanbuldayım. Ürün ise gerçekten iyi kör noktalara İnterneti rahatça ulaştırıyorsunuz kurulum için ülkeyi Çin seçmeyi unutmayın youtube da kurulum videoları var
"5,0",Ürün elime 1 gün de ulaştı Amazon kalitesi her zamanki gibi. Modemin çekmediği uzak oda da artık sorunsuz bir şekilde wi-fi kullanabiliyorum ürün performansı çok güzel. Almak isteyenler hiç dusunmeden alsın.
"5,0","hep tereddüt içindeydim alıp almamakta ama iyi ki burdan sipariş etmişim ürünün paketlenmesi , kargo hızı ve kargo iletişimi bilgilendirmesi on numaraydı ürün ise süper kurulumu falan basit , hiç çekmeyen yerlerde bile wifi çekiyor suan tereddüt etmeden alabilirsiniz."
"5,0",Dün akşam 6-7 gibi sipariş verdim. Gece kargoya verildi. Bugün 9'da teslim edildi. Süpersin Amazon.Ürünün kurulumu kolay. İki katlı evimde alt katta çekmeyen internet için işimi gayet gördü. Şu anlık sorun yok.
"5,0","Sipariş verdiğim saatten 20 saat sonra Antalya'da teslim aldım. Öncelikle bunun için Amazon'a çok teşekkür ederim. Kurulumu çok basit, sürekli kesilen yada zayıflayan sinyal sorunumu tamamen ortadan kaldırdı. Kesinlikle tavsiye ederim."
"2,0",Gün içinde defalarca kez bağlantı kendi kendine kopuyor ve prizden çıkarıp geriye takmak gerekiyor bağlantının gelmesi için.
"5,0",Daha önceden ailemeden üç kişiye aldırdım hepsi memnun hızda ciddi bir düşüş yok. Kendime de ihtiyacım oldu şim yeni aldım çok güzel ve pratik kurulumu da kolay
"3,0",Ürünü aldıktan bir süre sonra kopmalar yaşadım.Sıfırlıyorum fakat ağa bağlanılamadı hatası alıyorum.Biraz daha uğraşıp Amazon ile gorusebilirim.Evet üründe kopmalar oluyor sürekli o yüzden baştan baslatip duruyorum.Gittigi kadar napalim.
"4,0",Memnun kaldım fakat duvar sayısı çok olumsuz etkiliyor kurulumu kullanımı gayet kolay modemle arasına çok sayıda duvar girmeyecek bir yerde kullanacaksanız kesinlikle bu fiyata alınacak en iyi ürün bu üstelik gayet şık.
"5,0","kendisi kucuk islevi buyuk, cok guzel iletiyor sinyali. kurulumu cok basit ve istediginiz yere takabilirsiniz."
"1,0",Her ev için uygun değil heralde. Açık konsept geniş bir eviniz varsa iş görebilir ama bizde hiç işe yaramadı. Çocuk sürekli yok yazılıyor derslerde bağlantı koptuğu için. 3 ayrı prizde denedik olmadı.
"2,0","Ben bir öğretmenim, kızımda öğrenci. Gündüzleri de ikimiz de derse girdiğimizde internet çok yavaşladığı için bu güçlendiriciyi aldık ancak hiçbir şey değişmedi. Hala internet zayıf, dersten düşüyoruz. Bize pek bir fayda sağlamadığı için geri yollayacağız."
"4,0",Evimde kullandığım internete bütün odalardan rahat bağlanabilmek için aldım faydası oldu gibi en azından arka odalarda YouTube videosu izleyeceğim
"4,0",İngilizce karakter ile kablosuz ağınızı isimlendirmelisiniz yoksa bağlantı sorunu yaşıyor dağıtırken. Genel olarak basit ve kullanışlı.
"5,0","Ürün, diğer markaların menzil genişleticileriyle aynı kalite ve özelliklerde. Sadece 2.4 Ghz destekliyor. Küçük ve şık duruyor. Aralık 2020'de kampanyadan 89.90'a satın aldım."
"1,0",Maalesef ürünün hiç bir etkisi yok internet hızım 16 mbps. Bunu modemin yanına takıyorum internet hızı direk 11 mbps.e düşüyor. Uzak mesafelerde bu rakam 2-3 mbps.e kadar düşüyor. Maalesef hiç bir işe yaramıyor. Saygılar sunarım.
"5,0","Üç aydır kullanıyorum. Evde salonda olan modem, odamın köşesinde ve balkonda çekmiyordu hiç. Şimdi her yerde iyi çekiyor, memnunum. Amazonun aynı gün teslim etmesine zaten fazla yoruma gerek yok. Kaliteli teslimat, kaliteli ürün."
"5,0","Başarılı güzel ürün. Fişi prize Uygun geliyor. Ekstra aparat gerektirmiyor yani. Hediye olarak aldım,  xiaomi kalitesi ve zarifliği fark ediliyor. Kullanım açısından da tatmin edici olur umuyorum."
"5,0",Ürün çok kısa sürede elime ulaştı. Basit bir arayüzü ve çok rahat bir kullanımı mevcut. Çekimi gayet başarılı ve görevini layıkıyla yerine getiriyor. Ürünü alacak kişilere tavsiye ederim.
"5,0","Minicik ve kullanışlı. Evin tüm odalarına interneti yaydı, kopma ve hız sorunu gözlemlemedim."
"5,0",Koridora konumlandırırsanız daha iyi oluyor. Evin ön ve arka cephesini koridordan sinyali dağıtmış oluyorsunuz böylece her yerde full çekiyor wifi.
"4,0",Dubleks evimin üst katına menzil genişletme maksadıyla kullanıyorum. Aman aman bir performans artışı göremedim. Bir miktar da olsa faydalı diyebilirim.
"1,0","Ürün yarar sağlamadi, bence almayın. Bu siteden hiç alışveriş yapmayın, iade ve para iadesinde sıkıntı çıkarıyorlar. Birçok yorum gibi bunu da yayına almayacaklar."
"5,0",Benim kapsama alanımda her hangi bir gelişme olmadı bu yokkende aynıydı 😀
"5,0",gayet kaliteli bir ürün. tavsiye ediyorum.
"1,0",+Sinyali güçlendiriyor mu ?-Evet.+Telefonum veya laptop um bu cihaza bağlanınca herhangi bir video açabiliyor veya indirme yapabiliyor muyum ?-Hayır.+Para israfı mı ?-Evet.
"3,0","Zaten kullandığım bir üründü paketleme ve kargoda sorun yaşamadım farak fatura mail olarak gelmedi paktten de çıkmadı, acilen faturamın ulaştırılmasını talep ediyorum."
"4,0",Koridorun sonundaki odam için aldım gerçekten işe yarıyor öyle aman aman virşey beklemeyin sadece modeme yakın gibi bir çekim kalitesi sunuyor.
"5,0",Beğendim kurulumda sorun yaşamadım modem yanında gibi hız veriyor
"5,0","Kapasama alanı modemimden daha geniş, kullanışlı ve kurulumu kolay. Tek sıkıntısı kurulumu yapmak için xiaomi'nin bir uygulamasını indirmek ve o uygulamada hesap açmak zorunda olunması."
"5,0",Amazon'un hizmetini begendim. Dedigi tarihte hizli geldi. Paket ozenliydi. Cihaz icin ek onlem almis icine kutunun destek yapmisti. Cihaza gelince işimi gördü. Kolay kurulum ve kullanım i var. Fazla kayıp yasatmadan evin her odasina internet i getirmiş oldu
"5,0",Ürün şahane arkadaşlar. Amazon üründen de şahane.
"1,0",asla stabil çalışmıyor. internet 50 mbps ama 1 mbps gibi bile çalışmıyor tüm konumlamaları doğru yapmamıza rağmen.
"5,0","Ürün çok hızlı elime ulaştı ve kurulumu çok kolaydı. Ayrıca özenle paketlenmişti.Ürün direkt avrupa ile uyumlu, kurulumu yaparken de türkiyeyi seçmelisiniz uygulamada. Evde normalde odamdan 3 megabit çeken internet şimdi 19 megabite çıktı, çok memnunum."
"3,0",Çok sık kesilmeler yaşanıyor mesafesi çok düşük
"3,0",çok uzaklara beklemeyin maksimum 6metre
"3,0",Öncelikle amazon prime ile 12 saatte geldiği için amazona teşekkür ederim ancak üründen fazla bir beklentiniz olmasın. Benim derdime çare olamadı. O yüzden kaldırdım kenara kullanmıyorum 100 için iade ile uğraşmaya gerek yok
"4,0",Hızlı gönderi ve kaliteli ürün. Kurulum zor değil ama daha açık bir anlatım olmalıydı. 2.4 yerine 5 GHz ağa bağlanmaya çalıştığım için bir süre uğraştım boş yere mesela.
"5,0","Öncelikle olay kargo. Mükemmel bir kargo sisteminiz var. Sırf bu yüzden Amazon’u artık sıkça tercih edeceğim. Ürüne gelince, gayet güzel çalıştı. Bir kaç test dışında kullanım yapamadım. İlerleyen zamanlarda daha net belli olur performansı"
"2,0",Başta çok güzel çalışıyordu. Geçen hafta fark etmemişim ama offline olmuş. Her şeyi denedim ancak ürün maalesef çalışmıyor. İade gününü de kaçırdığım için boşa gitti.
"2,0","Hiçbir faydasını görmedim, aşırı büyük evlerde işe yarıyor demek ki."
"2,0","Emin olun hiçbir işe yaramıyor. Sakın çözüm olur diye almayın, pişman olursunuz. Başka routerlara yönelin ya da direkt olarak kaliteli bir modem alın. Az çekiyor, çekse de internet hızınızı yarı yarıya düşürüyor."
"5,0","Modemden uzak olan kısımlarda İnternet bir diş çekiyordu, şimdi artık gayet güzel çekiyor. Çok memnunum ben 94 liraya almıştım, şimdi pahalı olmuş"
"3,0",2 oda öteye kullanmak için aldim. Ara duvarlarda mutfakta fayans olduğu icin cok kesim oldu. Fayans olmadan denediğimde gene işe yarar fiyatina göre.
"1,0",Router urunlere bakin. Bu urun pek basarili degil.
"5,0","Bahçede çekmiyor diye aldım, aldıktan sonra ayarlarını yaptım ve 20-24mbps alabildim. İnternetim 24mbps.Tek diyeceğim şey efsane!Sokakta bile çekiyor."
"5,0","120 M2 evde arka odalara sinyal ulaşmıyordu, bu ürün son derece işimi gördü. Tüm ev artık sinyal alıyor ve çok hızlı şekilde internete bağlanıyor."
"4,0","fiyatına göre müthiş bir ürün, çekim gücünde bir problem yok fakat internet hızında neredeyse yarı yarıya düşüş oluyor. o nedenle amacınız uygun bir ürün tercihinde fayda var."
"1,0",Biraz önce teslim aldım Herzamanki gibi kolay gelsin kargo Amazon muhteşem.Ama ürün berbat.heryerde full çekiyor gösteriyor.Ama maalesef bağlantı hızı bir facia.Yani kısaca kullanılmıyor.Hemen iade ediyorum.Bence bulaşmayın hiç.
"5,0",Kurulum sırasında hata alırsanız Adguard kullananlar geçici olarak kapatsın. O zaman çözülüyor. Onun haricinde kurulumda Türkiye'yi seçmek sıkıntı yaratmıyor.
"5,0",Ürün gayet iyi çalışıyor ve vadettiği şeyi gayet iyi yerine getiriyor. Kargoda çok hızlı geldi amazon farkı demekki. Yavaş kargo bile 2 günde geldi. Bu yavaş değil sayın amazon Türkiye şartlarında 2 gün hızlı demek :D
"5,0",2 aydır kullanıyorum evime 75 mbps internet geliyor. Tüm hızı alamasanızda evimin her yerinden bağlantı sagliyabiliyorum artik. Ben 85 lira iken aldım şuan fiyatı artsada şiddetle interneti evinizin her yerine dagitmabiz icin tavsiye ediyorum.
"5,0",Başka markalı milli bir ürünle ne yaZıkki çözemediğim sorunu hızlı bir şekilde giderdi. Tavsiye ederim özellikle dubleks evler için
"4,0",Ürün sinyal dağıtıcı olarak gayet başarılı ayrıca boyut olarak küçük olmasıda bir avantaj evdeki modeme tanıtılması ve kurulumunda bir o kadar kolay.
"1,0","Ürün ile modem arası yaklaşık 8 mt, durduğum yer ile ürün arası 3 mt, internet olmasına rağmen çok sık kopukluk yaşıyorum."
"2,0",Kurulumu vb çok hızlı ve pratik ama uygulamaya gelince malesef çok kötü çıktı hız çok düştü ve upload bildiğin yok oldu işime yarar zannetmiştim malesef beklentiyi karşılamadı
