stars,body
"1,0",takılı iken sürekli bağlantı kopması yaşıyoruz modemle iyi anlaşamadı sanırım i̇ade sürecinide geçirdik elimizde patladı maalesef
"5,0",i̇nternetin kendi hızını düşürmedi cihazın verdiği hı 20-30 arası gayet yeterli beğendik kargosu zaten mükemmel prime olduğu sadece kurulumu yaparken video izlemenizi öneririm kurulumu zor değil yararlı olur cihazın wifisine şifre koyma vb
"2,0",i̇lk aldığımda sorunsuz çalışıyordu ancak artık sürekli sarı ışık yanıyor verimli kullanılmıyor
"5,0",harika bir ürün yıllarca çeşitli markaları denedik iyi sonucu kezinlikle ürün verdi evimiz uzun modemle cihaz arasına 5-6 duvar girse dahi sorunsuz kullanabiliyoruz
"5,0",görünür yerde olduğu fonksiyonelliğinden dizaynına bakarak seçmiştik her kadar teknik olarak yorum yapacak bilgim olmasa evin wifi çekmeyen yerlerinde cihazlarda 1-2 çentik faydası oldu
"4,0",fiyatına göre iyi bir performansı vardır bilemiyorum alt katta 50mb hız veren internet cihazla bir üst katta 8-9 mb e düşüyor bu sizin yeterliyse satın alabilirsiniz
"2,0",hızınızı arttırmasını beklemeyin örneğin modemin dibinde iken 40mbps alıyorsunuz fakat odanızda 10mbps alıyorsunuz sinyal 1 tik çekiyor bu ürünle sinyal full çekiyor hızınız yine 10mbps
"5,0",arkadaşlar baz istasyonu kurmuyorsunuz wifi sinyalinizi güçlendiriyorsunuz evinizdeki wifi sorununu çözer alet rahatça
"5,0",ortak kullanım olarak paylaşılan eski bir modemden bile aldığı sinyali gayet güçlü bir şekilde dağıtmayı başarıyor sık sık yaşanılan ağ kopmaları tamamiyle ortadan kalktı ayrıca kurulumu basit
"4,0",keşke 5g desteklese onun dışında gayet iyi odaya 1 er tane koyarak hızlı wifi işlemi yapabilirsiniz
"5,0",zamana kadar kullandığımkurulumu kolay repeaterdirek telefondan mevcut ağa bağlıyorsunuz
"5,0",ertesi gün elime ulaştıkolaygelsin die bi kurye sistemini kullanıyorlarevde bulunmazsanız gidip alamıosunuz şubeden falan açıdan kötğüdaha önceki siparişim sebeple elime ulaşmamıştı ürün gerçekten şıkküçücük kurulumu basit xiaomi ürünlerinden memnunumindirimden aldımiyi alışveriş oldu
"1,0",bildiğiniz stres çarkı bağlantı kopması dolu tamamen kronik sorunlu bir ürün ucuz olduğu iadeye göndermedim sinirlenip kırdım teknolojiden anlıyorum yapılması gereken şeyi yapmama rağmen kronik sorunları çözülmüyor parasını veirp güzel bir alın leş
"5,0",fiyatına göre işgörür  kaliteli tr uyumlu yeni versiyon geldi teşekkürler amazon tr
"4,0",urun wifi sinyalini gercekten artirdi modem 3 katli evin alt katindaydi ben orta katta modeme yakin bir yere kurulum yaptim sonuc harika sanki modemin yanindaymisim 2kattaki internetim hizli guclu cekmeye3kattan %90 basarili basladi urun ozellikleri bakimindan benim icin tatmin ediciydi ihtiyaci olana tavsiye ederim
"5,0",arkadaşlar cihazınız bağlıyken belli süre aralığında bağlantınız gidip geliyorsa modeminizin statik ip ayarlarından kaynaklanıyor https//wwwyoutubecom/watchv=cfzbry5irok linkten çözebilirsiniz cihaz sorunlu sanmayın
"3,0",- repeater üzerinde bir yerde aşınma var boyası kalkmış gibi daha önce kullanılmış olabilir mi endişesi yarattı- sinyal gücü beklediğim değil i̇nternette biraz abartılmış modem arada konumlanmasına rağmen modemin kendi sinyalinin zaten ulaşmış olduğu noktaya ulaştı- satıcı hızlı kargoladı problemsiz elime ulaştı
"4,0",ürünün kurulumunda sıkıntılar yaşadım i̇rtibat kuracak kimseyi bulamadım mi servisi aradım gen pa yonlendirdiler onlar cevap vermedi amazonun sayfasında irtibat kuracak muhatap yoktek olumlu nokta kargo takibi güzel
"5,0",amazon iyi varsın kaliteli ürünlerin özenli paketlerin yeri cihaz işe yarıyor
"2,0",gelen sinyali tutarsız bir şekilde dağıtıyoryoklukta gideri var biraz paranız varsa mesh sistemlerine bakın ucuz etin yahnisi hesabı
"5,0",i̇phone 11 kullanicisiyim wifi çekim sorunu yaşıyordum 1 günden kısa bir süre amazon kalitesiyle elime ulaştı kurulumu kolay 4-5 saat kullandım test ettim oldukça başarılı teşekkürler amazon
"5,0",bu ürünü nerden alırsanız alın aynı arkadaşlar çekim kalitesihızı şeyi aynı amazon kalitesi bambaşka hızlı kargo güzel paketleme ilgi alaka ürünü araştırın beğenin amazondan alın derim
"5,0",ürün gayet başarılı uzak odalarda bile kesintisiz wi fi a ulaştım fakat sadece online oyun oynayanlar icin ufak bir hatirlatma yapayım gelen sinyali tekrar ettiği oyunlarinizda lag yaşanması muhtemel fakat normal wireless kullanimi icin alacaksanız tereddüt etmeden alın derim
"1,0",ürün büyük beklentilerim yoktu ona rağmen tam bir hayal kırıklığı bırak sinyali genişletmeyi/güçlendirmeyi olan menzili bile kötü etkiliyor sanki nazlı boş bir cihaz daha profesyonel ürünler almak lazım sanırım
"3,0",sinyali güçlendiriyor götürüyor ancak hız düşüyor modem sinyal yükseltici arası 7mt civarında sinyal yükseltici bağladığım cihaz arası 2mt civarında sebeple pek memnun değilim
"3,0",ürün paketlemesi gayet sağlıklıydı kurulumu oldukça kolay tek sorun internet hızını düşürüyor  normal hızım 90-100mbps fakat cihaz bağlandıktan sonra %70 e kadar hız kaybı yaşayabiliyorum  benim sorun değil sinyaller gayet güzel
"5,0",i̇lk kurduğumda internet hız düşüktü daha sonra resetleyip yerini değiştirdim 24 mbps olan internetimi evin tarafında kullanıyorum arada duvar olmamasına dikkat ederek konumlandırırsanız verim alabilirsiniz
"5,0",ürün fiyatına göre gayet iyimodeminin kapsama alanı düşük olan varsa kesinlikle işe yarıyor
"4,0",güzel ürün sıkıntı yok fakat beklediğim değildi fiyat performans ürünü kargo kolay gelsin iyi başarılı bence mng kargoyu seçenek olarak koymamaları lazım
"5,0",i̇şini iyi yapıyor i̇nternetin çekmediği yere internet sağlıyor
"4,0",kurulumu kolay ancak sadece 24 ghz hattını bağlayabildim kuvvetli değilfiyat performans olarak iyi
"5,0",güzel paketleme 0 ürün satıcı amazon olunca gözüm kapalı alıyorum içim rahat ürüne gelecek olursak perde beton evimde çekim sorununu çözdü uygun fiyat kaliteli ürün
"5,0",1 günde elime ulaştı cihaz mükemmel kurulumu hızı harika boşuna nette dolaşıp alayım kıvranmayın al+tak+mutlu ol bu arada amazoncom hızından dolayı teşekkür ederim
"1,0",ucuz tercih ettim1 ay kullanıp kaldırdım yerine tp link re-305 aldım
"5,0",olumsuz yorumlara kulak asmayın cihaz verimli çalışıyor kurulu bir kadar kolay 3 katlı evde bağlantı sorunumu çözdü amazonun hızına diyecek bir yok nasıl yapıyorlar bilmiyorum herkesin 5-7 gün arasında gönderdiği bir bölgeye 24 saatte teslimat yaptılar teşekkürler
"3,0",ürün fp olarak uygun ancak özellikler vs bir yerde 5 ghz bandının desteklenmediği yazmıyor çok önemli bir nokta normalde çift bantta yayın yapıyor evdeki superonline modemi ancak 24 standardı stabil çalışmıyor
"4,0",cihaz güzel yazılım kötü şifresiz wi fi ağına bağlanma özelliği kilitli izin vermiyor araştırdım mi b0me uygulamasının 5116 sürümünde özellik açık olduğu apk şeklinde indirdim çalıştı keşke güncel uygulamayı kullanabilseydim
"5,0",güzel bir ürün kurulumu kolay wps vs uğraşmadan uygulaması kurabiliyorsunuz sadece modemler arası otomatik geçmediğini gördüm mesela ana modeme bağlıyım diyelim diğer odaya geçtiğimde otomatikmen mi wifia geçmiyor wifiı kapatıp açtığınızda güçlü olan bağlantıya bağlanıyor
"5,0",kurulumu kolay normalde bridge mode kurulumu yapmak network bilgisine ihtiyaç vardır ama cihazın kadar güzel bir kurulum arayüzü varki hiçbirşey bilmeniz gerekmiyor yapmanız gereken fişi takıp telefonuza mi home programını kurmak hepsi kadar
"4,0",beklediğim genişletme olmadı evim dubleks alt kata koydum ancak üst kata yayın yapamıyor bir iki oda kadar 6-7 metre kadar genişletebiliyor ancak fazlası mümkün değil
"3,0",ürün bozuk geldi ürün 5 dk bir internet hızı 0 lara iniyor iade ettim aynı ürünü başka firmadan aldım ürün güzel iade işlemide kolaydı sadece ürünün bozuk gelmesi biraz üzücü oldu
"3,0",30 dakikadan fazla kurulumla uğraştık o kadar uğraşa dayanamamış olacak kendi kendine bağlandı sorgulamadık eğer alacaksanız bunu göz önünde bulundurun bağlantı sinyali modemden büyük
"5,0",f/p olarak alınabilecek bir ürün toplam 2 tane almıştım i̇lkini hepsiburadan diğerini burdan cihazı konumlandırılacağınız önemli modemi iyi çekmesi gerekir iyi iletsin
"5,0",ürünü ilk önce kendime yakın modeme uzak bir yere koydum internet bağlantı hızı değişmedi ancak ürünü modeme yakın bir yere koyunca erişimin olduğu yerde hız kalitesi arttı
"3,0",dubleks evde aşağıya internet gitmiyor aldım  50mbit ikende 100 mbit ikende internetim cihaz 16 mbit çekti bir yere internet gitmiyorsa alınabilir
"1,0",sinyal gücü yükseliyor hız düşüyor 35 mbps internet 12-15 mbps civarlarında kullanılabiliyoroyun asla almayın ethernet bağlanın instagram  youtube vesaire alınabilir fiyatına aldanmayın
"5,0",yatak odasından çekmeyen neti full gücüyle çekmeye başladı sinyali iyi alan yere koyun gerisini ona birakin
"5,0",ürün sorunsuz teslimat aldım amazon kalitesi tartışılmaz zaten cihazda sorınsux çalışıyor bakalım tes edip göreceğiz
"5,0",fakirin umudu bir parça iş görüyor bir beklememek lazım 100 mb internet hızım var 2324 anca veriyor
"4,0",cihaz gayet başarılı 2-3 oda mesafeden full çekemsi işime yaradı tek bir sorun yaşadım modem ip çakışması yaşadı bir ara sürekli bağlantım kopuyordu
"4,0",kargo gayet hizli geldi ürun istedigim turkiye versiyonu ve paketleme gayet sağlam olmuş yanliz bir skinti var fatira irsaliye kutuda dendiği halde kutuya konmamiş unuttuklarini düsünuyorum tarafima gonderilmesi icin sanirim tekrar iletisime gecmem lazim
"4,0",hızı güzel iletiyor ancak ilk başta kurulum bağlantısı zor tüm açıklamaları yapmanıza rağmen bir türlü bağlanmıyor aynı işlemleri defalarca deniyorsunuz sonra saçma bir şekilde bağlanıyor
"4,0",modeminizden 24 ghz 5 ghz olarak iki farklı sinyal yayılıyorsa ürün 5 ghz olanı algılamıyor onu bilerek alın 24 ghz olanı gayet iyi bir şekilde iletiyor o kısımda bir problem yok
"4,0",güzel ürün vaat ettiklerini yerine getiriyor ancak bazen kendi kendine sizi bağlantıdan atıyor nadirde olsa tekrar bağlanırken 3-5 bağlanmaya çalışıyorsunuz hemen bağlanmıyor tekrar bunlar ufak sorunlar cihaz işimi gördü benim memnunum şimdilik
"5,0",amazonun hızli kargosu sayesinde elime 1 günde ulaştı ürün fiyat performans ürünü gerçekten sinyalin 2 diş olduğu yerde şuan 5 dış sinyal alıyoruz memnunum teşekkürler amazon teşekkürler xiaomi
"1,0",ürün sinyali uzak bir alana yayıyor internet performasında büyük düşüş oluyor odamın wifi ye uzak olması sebebiyle almıştım normalde 2 diş çekiyordu odamda cihazı kullandığımda tam çekim gösteriyor hızı 2 dişte aldığım hızdan düşük kesinlikle tavsiye etmem
"5,0",eğer perde beton tekniğiyle üretilmiş bir duvarlarla örülü eviniz varsa ürün işinize yarayacaktır
"4,0",odamızda internet çekmiyordu urün sayesinde evin yerinde internet çekiyor fiyat performans olarak oldukça iyi
"5,0",amazon prime üyesiyim 12 saatte kargon geldiürün kullanışlı salondan ac odalarda 1 çizgi çekiyordu wifi giyinme odasına tam orta odaya koydum şimdi full heryerden wifi çekiyorkurulum basit harika bir ürüntesekkurler amazon
"3,0",ürün fena değil iki katlı evimiz var yukarıda youtube’da bi videoyu zor açıyordunetflix bile zor çekiyordu şimdi aldık netflix hd oynayacağım oyun donmadan oynanıyor kesinlikle alın internet modemdeyken 20 çekiyorsa 16-17 mbs alıyor 3-4 mbs kaybı kadar olsun zaten
"5,0",evimin internet çekmeyen tarafında bunu taktıktan sonra rahatlıkla kullanabiliyorum
"5,0",mi home uygulamasından kolayca yapılıyor teras katlı evimiz olduğundan aldım işe yaradı ilk önce wifinin yakınında kurup sonra üst kata taktım sonuç aşağıdan yukarı çekmeyen i̇nternet bağlantısı harika çekmeye başladı
"3,0",kurulumu zor gerçekten bazen kendi kendine gidiyor tekrar silip kurmak gerekli bazen interneti kesilip geri geliyor ama hızı iyi
"2,0",modemin kurulumu zor daha önce kullandığım antensiz markasız ürünle hemen hemen aynı verimde
"4,0",mutfakta sinyal leveli 1 olan wifi şimdi son seviye bir puan kırmamın sebebi fazla izin istiyor
"5,0",eu priz olduğunu görmemiştim bu tam bir supriz olduhizli kargo teşekkür ederim
"1,0",kurulumu oldukça basit telefondan sık sık bağlantı kopuyor pcde bağlanana kadar kafayı yedirtiyor tam bağlandım diyorsun biraz kullandıktan sonra kopuyor tekrar dakikalarca bağlanmaya çalış kısacası 3 5 kuruş fazla verin kafanız rahat olsun
"5,0",26 ağustosta 94 liraya aldım işimi gördü hiçbir sorun yaşamadım tekrarlama konusunda başarılı
"3,0",hesaplı kapsama alanını genişletiyor ancak ara ara wifi bağlantısı kopuyor aralık 2020 aldığım versiyonda priz ilave aparata gerek yok
"4,0",250 metrekare bir evde cihazı %78 çekim alan bir prize yerleştirdim an evin yerinde sinyal alabiliyorum bahçeden bile çektiği oluyor pingte artış görmedim hızda 1-2 mbps düşüş oluyor ancak değer düşünüyorum
"4,0",ıphone cihazımla biraz uğraştırmış olsa beni yılmadan çabalayıp kurulumunu sağladım iş görür 160 m2 alan içinde gayet kulllanışlı alınır kullanılır
"4,0",gerçekten hoşuma gitti işe yarar bir ürün ancak telefonumda bazen ip bulunamadı hatası alıyorum telefonum yüzünden ürün yüzündendir bilmiyorum
"3,0",kablonetin kullandığı netmaster infinity 401 modemiyle çalışmıyor sadece değil tplinkin bir modeli uygun değildi kablonet kullananlar almasın
"5,0",ürünün kurulumu kolay 3 kattaki interneti 1 kattan kullanmak aldım test yaptığımda eski internet hızı 15 mb iken ürünle 7 mbye kadar çıktı arada küçük kopmalar oluyor önemli değil tam bir fiyat performans ürünü tavsiye ederim
"5,0",bu alışverişte üründen olduğu kadar özellikle hızlı kargo hizmetinden memnun kaldım 100 m2 bir evde orta odada konumlandırdım arka odalara yeterli sinyal ulaştırmasından gayet memnun kaldım
"2,0",her sekilde denedim fakat evin halihazirda internetinden bunun uzerinden baglaninca %40-50 dusuk bi hiz aliniyorum hizda dusme bekliyordum biraz fazla iade islemlerini baslattim
"5,0",ürünü sabah aldım aksam agt kurye geldi fiyat avantajı bir yana teslimat kalitesi bile amazonu tercih ederim sadece ürün son derece iş görür kadar yakın olursa ana modeme kadar kaliteli bağlantı verir
"1,0",ürünü aldım lakin yaparsam yapayım cihaz zaman aşımına uğradı hatası alıyorum ayrıca ürünün yorumlarında bağlantı hatası kopması zayıf bağlantı yorumlar çokça mevcut uzak durulması gereken bir ürün paranızı boşa harcamış olursunuz
"4,0",ara sıra kopmalar menzil yetersizlikleri sorunlar olsa genel olarak işe yarar bir ürün
"1,0",üründen fayda göremedim xiaomi sinyal güçlendirici zayıf bulunduğum odada cihazı kullandığımda kullanmadığımda aynı düşük internet kalitesini alıyorum hiçbirşey fark etmedi başka ürün alın derim
"5,0",modemim sinyal gücü zayıf olduğu uzak odalarda çekmiyordu bu ürün evde rahatlıkla internete girebiliyorum elbette internet hızı düşüyor gayet normal ama fiyata iyi bence amazon prime 2 günde hızlı güzel bir paketleme geldi tavsiye ederim
"5,0",satıcıya teşekkür ederim 24 saat geçmedi ürün elime geçti i̇stanbuldayım ürün gerçekten iyi kör noktalara i̇nterneti rahatça ulaştırıyorsunuz kurulum ülkeyi çin seçmeyi unutmayın youtube kurulum videoları var
"5,0",ürün elime 1 gün ulaştı amazon kalitesi zamanki gibi modemin çekmediği uzak oda artık sorunsuz bir şekilde wi-fi kullanabiliyorum ürün performansı güzel almak isteyenler dusunmeden alsın
"5,0",tereddüt içindeydim alıp almamakta iyi burdan sipariş etmişim ürünün paketlenmesi  kargo hızı kargo iletişimi bilgilendirmesi on numaraydı ürün süper kurulumu falan basit  çekmeyen yerlerde bile wifi çekiyor suan tereddüt etmeden alabilirsiniz
"5,0",dün akşam 6-7 sipariş verdim gece kargoya verildi bugün 9da teslim edildi süpersin amazonürünün kurulumu kolay i̇ki katlı evimde alt katta çekmeyen internet işimi gayet gördü şu anlık sorun yok
"5,0",sipariş verdiğim saatten 20 saat sonra antalyada teslim aldım öncelikle bunun amazona teşekkür ederim kurulumu basit sürekli kesilen yada zayıflayan sinyal sorunumu tamamen ortadan kaldırdı kesinlikle tavsiye ederim
"2,0",gün içinde defalarca bağlantı kendi kendine kopuyor prizden çıkarıp geriye takmak gerekiyor bağlantının gelmesi için
"5,0",daha önceden ailemeden üç kişiye aldırdım memnun hızda ciddi bir düşüş yok kendime ihtiyacım oldu şim yeni aldım güzel pratik kurulumu kolay
"3,0",ürünü aldıktan bir süre sonra kopmalar yaşadımsıfırlıyorum fakat ağa bağlanılamadı hatası alıyorumbiraz uğraşıp amazon gorusebilirimevet üründe kopmalar oluyor sürekli yüzden baştan baslatip duruyorumgittigi kadar napalim
"4,0",memnun kaldım fakat duvar sayısı olumsuz etkiliyor kurulumu kullanımı gayet kolay modemle arasına sayıda duvar girmeyecek bir yerde kullanacaksanız kesinlikle fiyata alınacak iyi ürün üstelik gayet şık
"5,0",kendisi kucuk islevi buyuk cok guzel iletiyor sinyali kurulumu cok basit istediginiz yere takabilirsiniz
"1,0",her ev uygun değil heralde açık konsept geniş bir eviniz varsa iş görebilir bizde işe yaramadı çocuk sürekli yok yazılıyor derslerde bağlantı koptuğu için 3 ayrı prizde denedik olmadı
"2,0",ben bir öğretmenim kızımda öğrenci gündüzleri ikimiz derse girdiğimizde internet yavaşladığı güçlendiriciyi aldık ancak hiçbir değişmedi hala internet zayıf dersten düşüyoruz bize pek bir fayda sağlamadığı geri yollayacağız
"4,0",evimde kullandığım internete bütün odalardan rahat bağlanabilmek aldım faydası oldu azından arka odalarda youtube videosu izleyeceğim
"4,0",i̇ngilizce karakter kablosuz ağınızı isimlendirmelisiniz yoksa bağlantı sorunu yaşıyor dağıtırken genel olarak basit kullanışlı
"5,0",ürün diğer markaların menzil genişleticileriyle aynı kalite özelliklerde sadece 24 ghz destekliyor küçük şık duruyor aralık 2020de kampanyadan 8990a satın aldım
"1,0",maalesef ürünün bir etkisi yok internet hızım 16 mbps bunu modemin yanına takıyorum internet hızı direk 11 mbpse düşüyor uzak mesafelerde rakam 2-3 mbpse kadar düşüyor maalesef bir işe yaramıyor saygılar sunarım
"5,0",üç aydır kullanıyorum evde salonda olan modem odamın köşesinde balkonda çekmiyordu hiç şimdi yerde iyi çekiyor memnunum amazonun aynı gün teslim etmesine zaten fazla yoruma gerek yok kaliteli teslimat kaliteli ürün
"5,0",başarılı güzel ürün fişi prize uygun geliyor ekstra aparat gerektirmiyor yani hediye olarak aldım xiaomi kalitesi zarifliği fark ediliyor kullanım açısından tatmin edici olur umuyorum
"5,0",ürün kısa sürede elime ulaştı basit bir arayüzü rahat bir kullanımı mevcut çekimi gayet başarılı görevini layıkıyla yerine getiriyor ürünü alacak kişilere tavsiye ederim
"5,0",minicik kullanışlı evin odalarına interneti yaydı kopma hız sorunu gözlemlemedim
"5,0",koridora konumlandırırsanız iyi oluyor evin ön arka cephesini koridordan sinyali dağıtmış oluyorsunuz böylece yerde full çekiyor wifi
"4,0",dubleks evimin üst katına menzil genişletme maksadıyla kullanıyorum aman aman bir performans artışı göremedim bir miktar olsa faydalı diyebilirim
"1,0",ürün yarar sağlamadi bence almayın bu siteden alışveriş yapmayın iade para iadesinde sıkıntı çıkarıyorlar birçok yorum bunu yayına almayacaklar
"5,0",benim kapsama alanımda hangi bir gelişme olmadı yokkende aynıydı 😀
"5,0",gayet kaliteli bir ürün tavsiye ediyorum
"1,0",+sinyali güçlendiriyor -evet+telefonum laptop um cihaza bağlanınca herhangi bir video açabiliyor indirme yapabiliyor muyum -hayır+para israfı -evet
"3,0",zaten kullandığım bir üründü paketleme kargoda sorun yaşamadım farak fatura mail olarak gelmedi paktten çıkmadı acilen faturamın ulaştırılmasını talep ediyorum
"4,0",koridorun sonundaki odam aldım gerçekten işe yarıyor öyle aman aman virşey beklemeyin sadece modeme yakın bir çekim kalitesi sunuyor
"5,0",beğendim kurulumda sorun yaşamadım modem yanında hız veriyor
"5,0",kapasama alanı modemimden geniş kullanışlı kurulumu kolay tek sıkıntısı kurulumu yapmak xiaominin bir uygulamasını indirmek uygulamada hesap açmak zorunda olunması
"5,0",amazonun hizmetini begendim dedigi tarihte hizli geldi paket ozenliydi cihaz icin ek onlem almis icine kutunun destek yapmisti cihaza gelince işimi gördü kolay kurulum kullanım i var fazla kayıp yasatmadan evin odasina internet i getirmiş oldu
"5,0",ürün şahane arkadaşlar amazon üründen şahane
"1,0",asla stabil çalışmıyor internet 50 mbps 1 mbps bile çalışmıyor konumlamaları doğru yapmamıza rağmen
"5,0",ürün hızlı elime ulaştı kurulumu kolaydı ayrıca özenle paketlenmiştiürün direkt avrupa uyumlu kurulumu yaparken türkiyeyi seçmelisiniz uygulamada evde normalde odamdan 3 megabit çeken internet şimdi 19 megabite çıktı memnunum
"3,0",çok sık kesilmeler yaşanıyor mesafesi düşük
"3,0",uzaklara beklemeyin maksimum 6metre
"3,0",öncelikle amazon prime 12 saatte geldiği amazona teşekkür ederim ancak üründen fazla bir beklentiniz olmasın benim derdime çare olamadı o yüzden kaldırdım kenara kullanmıyorum 100 iade uğraşmaya gerek yok
"4,0",hızlı gönderi kaliteli ürün kurulum zor değil açık bir anlatım olmalıydı 24 yerine 5 ghz ağa bağlanmaya çalıştığım bir süre uğraştım boş yere mesela
"5,0",öncelikle olay kargo mükemmel bir kargo sisteminiz var sırf yüzden amazon’u artık sıkça tercih edeceğim ürüne gelince gayet güzel çalıştı bir kaç test dışında kullanım yapamadım i̇lerleyen zamanlarda net belli olur performansı
"2,0",başta güzel çalışıyordu geçen hafta fark etmemişim offline olmuş her şeyi denedim ancak ürün maalesef çalışmıyor i̇ade gününü kaçırdığım boşa gitti
"2,0",hiçbir faydasını görmedim aşırı büyük evlerde işe yarıyor demek ki
"2,0",emin olun hiçbir işe yaramıyor sakın çözüm olur almayın pişman olursunuz başka routerlara yönelin direkt olarak kaliteli bir modem alın az çekiyor çekse internet hızınızı yarı yarıya düşürüyor
"5,0",modemden uzak olan kısımlarda i̇nternet bir diş çekiyordu şimdi artık gayet güzel çekiyor çok memnunum ben 94 liraya almıştım şimdi pahalı olmuş
"3,0",2 oda öteye kullanmak aldim ara duvarlarda mutfakta fayans olduğu icin cok kesim oldu fayans olmadan denediğimde gene işe yarar fiyatina göre
"1,0",router urunlere bakin bu urun pek basarili degil
"5,0",bahçede çekmiyor aldım aldıktan sonra ayarlarını yaptım 20-24mbps alabildim i̇nternetim 24mbpstek diyeceğim efsanesokakta bile çekiyor
"5,0",120 m2 evde arka odalara sinyal ulaşmıyordu ürün son derece işimi gördü tüm ev artık sinyal alıyor hızlı şekilde internete bağlanıyor
"4,0",fiyatına göre müthiş bir ürün çekim gücünde bir problem yok fakat internet hızında neredeyse yarı yarıya düşüş oluyor nedenle amacınız uygun bir ürün tercihinde fayda var
"1,0",biraz önce teslim aldım herzamanki kolay gelsin kargo amazon muhteşemama ürün berbatheryerde full çekiyor gösteriyorama maalesef bağlantı hızı bir faciayani kısaca kullanılmıyorhemen iade ediyorumbence bulaşmayın hiç
"5,0",kurulum sırasında hata alırsanız adguard kullananlar geçici olarak kapatsın o zaman çözülüyor onun haricinde kurulumda türkiyeyi seçmek sıkıntı yaratmıyor
"5,0",ürün gayet iyi çalışıyor vadettiği şeyi gayet iyi yerine getiriyor kargoda hızlı geldi amazon farkı demekki yavaş kargo bile 2 günde geldi bu yavaş değil sayın amazon türkiye şartlarında 2 gün hızlı demek d
"5,0",2 aydır kullanıyorum evime 75 mbps internet geliyor tüm hızı alamasanızda evimin yerinden bağlantı sagliyabiliyorum artik ben 85 lira iken aldım şuan fiyatı artsada şiddetle interneti evinizin yerine dagitmabiz icin tavsiye ediyorum
"5,0",başka markalı milli bir ürünle yazıkki çözemediğim sorunu hızlı bir şekilde giderdi tavsiye ederim özellikle dubleks evler
"4,0",ürün sinyal dağıtıcı olarak gayet başarılı ayrıca boyut olarak küçük olmasıda bir avantaj evdeki modeme tanıtılması kurulumunda bir kadar kolay
"1,0",ürün modem arası yaklaşık 8 mt durduğum yer ürün arası 3 mt internet olmasına rağmen sık kopukluk yaşıyorum
"2,0",kurulumu vb hızlı pratik uygulamaya gelince malesef kötü çıktı hız düştü upload bildiğin yok oldu işime yarar zannetmiştim malesef beklentiyi karşılamadı
"4,0",ürün kurulumu kolay sinyali gayet başarılı şekilde dağıtıyor karşılaştığım tek olumsuz yönü bağlantıda ara ara kopma sorunu benzer sorun karşılaşıp çözebilen var yorumlarda paylaşırsa herkes faydalı olabilir
"5,0",ürün çabuk hatasız teslim aldımkolaylıkla kurdumürün beklentimi karşıladı ancak fiyat olarak pahalı bir dönemde almış oldumyinede dönemde uygun amazoncom olduğu hatasız gönderim teşekkürler
"4,0",kargo hızlı ürün kurulumu güzel kolay teşekkür ederiz amazon ayrı bir site güvenilir sağlam müşteri memnuniyeti üst düzey severek alışveriş yapıyorum inşallah böyle devam eder ederse kazanır
"4,0",gayet kullanışlı bir ürün doğru konuma yerleştirirseniz modemle aynı indirme hızına sahip olabiliyorsunuz
"1,0",bırakın wi-fi sinyalini güçlendirmeyi mevcut sinyalimi zayıflattı speedtest defalarca denedim sonuç değişmedi i̇ade ettim
"5,0",önceden evimin belirli odalarında wifiye bağlandığımda sinyal kesikliği yaşıyordum bu routerı aldıktan sonra sorundan kurtuldum çok başarılı
"5,0",evimin arka taraflarına wifi sinyali gelmiyordu isabetli bir f/p seçimi oldu ürün tavsiye ederim
"1,0",modemin yanında olmasına rağmen kopmalar yaşıyor kapsama alanını genişletme konusunda başarısız üç metrelik bir mesafede internet hızını neredeyse yarı yarıya düşürüyor kesinlikle tavsiye etmem
"1,0",bağlantı sürekli kopuyor internette modemin ismiyle cihazın ismi aynı olmasın böylece sıkıntıyı giderebilirsiniz yorumu okudum ancak bir etkisi olmadı 2 adet almıştım iki ayrı evde iki farklı modemde sıkıntı yaşıyorum
"5,0",odamda internet çekmiyordu sayesinde şimdi full çekiyor yavaşlama yok şuanlık
"3,0",evimdeki internet zaten 65 mbit onu aktarırken bile 4 mbit’e düşürüyor hızı onun dışında kullanımı kurulumu gayet basit
"5,0",düşünmeden alın tavsiye ederim ayrıca amazon’a hızlı teslimat icin teşekkür ederim
"5,0",bir sıkıntısı yok gayet güzel çalışıyor ek ağ yaratarak cihaza yoksa asıl modeme mi bağlı olduğumu anlayabiliyorum özelliği hoşuma gitti
"3,0",cok yuksek hizlar beklemeyin basit bir sekilde is goruyor
"5,0",başlıkta belirttiğim ürünün genel özelliği şekilde herhangi bir kopma kesilme olmuyor sadece hızda biraz düşüklük yaşıyoruz kadar
"3,0",harika performans beklemeyin benim +1 odaya iletmesi yeterliydi o işi görüyor nadiren çekmiyor abartılacak kadar iyi değil fiyat performans ürünü öyle 50m öteye falan ileteceğini sanmıyorum
"4,0",öncelikle şunu belirtmeliyim beklentiniz yüksek olmasın demek değilki ürün kötü ancak almadan önce modemler arasında kadar mesafe olacağına bakın on göre ayarlama yapın derim
"5,0",net ful cekiyor nete giriyorum cod mobile oynadıgım zaman nerdeyse 10 sanüyede bir kopup bağlanıyor
"4,0",görevini yerine getiriyor kurulu mi home uygulamasindan görece kolay bir şekilde yapiliyor ama sinyali aldigi nokto önemli modeminizden çokta uzakta olmaması lazım
"5,0",50 metre ötedeki evimde internete mükemmel şekilde bağlanabiliyorum
"3,0",çekim gücü yüksek değil idare ediyor arayüz kullanımı kolay
